addr,time,Fx,Fy,Fz,Mx,My,Mz
170,55.502,0.00817,0.0733,-0.10606,-0.00114,-0.00029,-0.00035
170,55.503,0.00366,0.08883,-0.10823,-0.00098,-0.00013,-0.00046
170,55.504,-0.00724,0.08872,-0.10291,-0.00096,-0.00007,-0.00068
170,55.505,-0.0008,0.08969,-0.11149,-0.00081,-0.00024,-0.0005
170,55.506,-0.00719,0.09466,-0.1011,-0.00079,-0.00018,-0.00069
170,55.507,0.00683,0.09803,-0.10773,-0.00081,-0.00035,-0.00059
170,55.508,-0.00518,0.09733,-0.11408,-0.00078,-0.00029,-0.00061
170,55.509,-0.00879,0.09433,-0.10509,-0.00112,-0.00019,-0.00059
170,55.51,-0.00554,0.09039,-0.10884,-0.0011,-0.00031,-0.00061
170,55.511,-0.00245,0.09442,-0.10521,-0.00113,-0.00036,-0.00055
170,55.512,-0.01586,0.09647,-0.10507,-0.00105,-0.0003,-0.00064
170,55.513,-0.0277,0.10549,-0.10345,-0.00114,-0.00008,-0.00065
170,55.514,-0.02668,0.11132,-0.10438,-0.00096,-0.00023,-0.00067
170,55.515,-0.02075,0.11141,-0.10919,-0.00098,-0.00027,-0.00073
170,55.516,-0.01143,0.1072,-0.09989,-0.00117,-0.0004,-0.00074
170,55.517,-0.01683,0.11272,-0.1007,-0.00105,-0.0004,-0.00084
170,55.518,-0.01681,0.11499,-0.10384,-0.00105,-0.00044,-0.00075
170,55.519,-0.0083,0.1203,-0.09866,-0.00098,-0.00048,-0.00076
170,55.52,-0.02269,0.12209,-0.10374,-0.00098,-0.00034,-0.0007
170,55.521,-0.02762,0.12268,-0.09788,-0.00097,-0.00031,-0.00067
170,55.522,-0.02592,0.12218,-0.09905,-0.0011,-0.00029,-0.00089
170,55.523,-0.02095,0.11759,-0.09325,-0.00118,-0.00047,-0.00091
170,55.524,-0.03187,0.12526,-0.09074,-0.00089,-0.00032,-0.00086
170,55.525,-0.02786,0.13057,-0.08553,-0.00103,-0.00054,-0.0008
170,55.526,-0.0316,0.12484,-0.09688,-0.00093,-0.00032,-0.0009
170,55.527,-0.01722,0.11865,-0.08605,-0.00133,-0.00058,-0.00087
170,55.528,-0.02568,0.12902,-0.08789,-0.00112,-0.00049,-0.00086
170,55.529,-0.03222,0.1198,-0.08913,-0.00118,-0.00039,-0.00087
170,55.53,-0.03463,0.11853,-0.0866,-0.00128,-0.00042,-0.00083
170,55.531,-0.03015,0.11555,-0.08418,-0.00116,-0.00049,-0.00085
170,55.532,-0.03596,0.11013,-0.09242,-0.00141,-0.00027,-0.00086
170,55.533,-0.02934,0.13131,-0.08847,-0.00121,-0.00052,-0.0007
170,55.534,-0.03653,0.12831,-0.08897,-0.00095,-0.00037,-0.00077
170,55.535,-0.03289,0.12267,-0.08622,-0.00135,-0.00031,-0.00089
170,55.536,-0.0308,0.12761,-0.09034,-0.00103,-0.00039,-0.00081
170,55.537,-0.03381,0.12624,-0.08926,-0.00136,-0.00038,-0.00075
170,55.538,-0.03714,0.12254,-0.09148,-0.00129,-0.00041,-0.00091
170,55.539,-0.03009,0.1243,-0.0898,-0.00123,-0.00056,-0.00096
170,55.54,-0.03066,0.1252,-0.08451,-0.00129,-0.0004,-0.00089
170,55.541,-0.03074,0.12313,-0.09112,-0.00134,-0.00042,-0.00093
170,55.542,-0.03929,0.12657,-0.09391,-0.00113,-0.00035,-0.00088
170,55.543,-0.02686,0.12696,-0.08981,-0.0011,-0.00056,-0.00099
170,55.544,-0.0319,0.12047,-0.09431,-0.00126,-0.00038,-0.00093
170,55.545,-0.03131,0.12766,-0.09983,-0.00118,-0.00057,-0.00092
170,55.546,-0.03857,0.12438,-0.10098,-0.00122,-0.00038,-0.00084
170,55.547,-0.03123,0.12099,-0.10019,-0.00127,-0.00056,-0.00077
170,55.548,-0.028,0.12578,-0.10614,-0.00122,-0.00067,-0.00085
170,55.549,-0.043,0.11692,-0.11326,-0.00135,-0.00041,-0.0009
170,55.55,-0.04375,0.13393,-0.10869,-0.00104,-0.00046,-0.0008
170,55.551,-0.03763,0.12863,-0.11931,-0.00108,-0.00056,-0.00099
170,55.552,-0.01927,0.12806,-0.12104,-0.00125,-0.00097,-0.00094
170,55.553,-0.05189,0.13592,-0.12686,-0.00103,-0.00055,-0.0009
170,55.554,-0.04325,0.13302,-0.15006,-0.00107,-0.00078,-0.00105
170,55.555,-0.04387,0.12905,-0.14569,-0.00119,-0.00065,-0.00092
170,55.556,-0.03244,0.1319,-0.15634,-0.00112,-0.00095,-0.0011
170,55.557,-0.04224,0.12975,-0.15905,-0.00103,-0.00082,-0.00098
170,55.558,-0.04313,0.12591,-0.17221,-0.00133,-0.00088,-0.00075
170,55.559,-0.04789,0.13783,-0.18411,-0.00101,-0.00079,-0.00089
170,55.56,-0.04458,0.13425,-0.17492,-0.001,-0.00094,-0.00099
170,55.561,-0.04437,0.13496,-0.2004,-0.00101,-0.00105,-0.00088
170,55.562,-0.03463,0.12602,-0.19823,-0.00113,-0.00112,-0.00075
170,55.563,-0.03028,0.11986,-0.21418,-0.00127,-0.00122,-0.00078
170,55.564,-0.02664,0.1311,-0.22969,-0.00107,-0.00135,-0.00081
170,55.565,-0.03321,0.13502,-0.23223,-0.00091,-0.00124,-0.00101
170,55.566,-0.04243,0.14108,-0.24294,-0.00094,-0.00127,-0.00102
170,55.567,-0.03867,0.13183,-0.2528,-0.00099,-0.00126,-0.00096
170,55.568,-0.03316,0.12346,-0.27602,-0.00106,-0.00135,-0.00087
170,55.569,-0.03593,0.12405,-0.286,-0.00118,-0.00144,-0.00076
170,55.57,-0.02325,0.12168,-0.29738,-0.00087,-0.00178,-0.00082
170,55.571,-0.02491,0.1209,-0.29912,-0.00107,-0.00167,-0.00073
170,55.572,-0.01257,0.12548,-0.31716,-0.00085,-0.00184,-0.00082
170,55.573,-0.01782,0.12836,-0.33417,-0.00079,-0.00179,-0.00075
170,55.574,-0.01277,0.11752,-0.3314,-0.00105,-0.002,-0.00077
170,55.575,-0.01532,0.12228,-0.35116,-0.0008,-0.00207,-0.00078
170,55.576,-0.01597,0.1216,-0.36003,-0.00081,-0.00199,-0.0008
170,55.577,-0.00224,0.12238,-0.37529,-0.00076,-0.00225,-0.00087
170,55.578,-0.0012,0.12844,-0.38557,-0.0006,-0.00249,-0.00083
170,55.579,0.00039,0.12994,-0.39544,-0.00056,-0.00236,-0.00062
170,55.58,-0.00855,0.12117,-0.40534,-0.00079,-0.00222,-0.00056
170,55.581,-0.01485,0.11827,-0.41926,-0.00067,-0.00207,-0.00062
170,55.582,-0.00552,0.11505,-0.43356,-0.00081,-0.00234,-0.00083
170,55.583,0.00643,0.10852,-0.44693,-0.00079,-0.00253,-0.0007
170,55.584,0.01645,0.10983,-0.4606,-0.00059,-0.00266,-0.00072
170,55.585,0.00172,0.10235,-0.46729,-0.0009,-0.00253,-0.00064
170,55.586,-0.00241,0.10731,-0.48086,-0.00069,-0.0026,-0.00057
170,55.587,0.00146,0.10066,-0.48895,-0.0007,-0.00261,-0.00052
170,55.588,0.01578,0.10202,-0.5071,-0.00062,-0.00271,-0.0006
170,55.589,0.01778,0.09529,-0.50973,-0.00066,-0.00308,-0.0007
170,55.59,0.01342,0.11276,-0.51556,-0.0003,-0.00297,-0.00062
170,55.591,0.0188,0.10709,-0.53343,-0.00037,-0.003,-0.0007
170,55.592,0.00583,0.09157,-0.5403,-0.0006,-0.00278,-0.0005
170,55.593,0.01196,0.09152,-0.56019,-0.00041,-0.00307,-0.00058
170,55.594,0.00913,0.08951,-0.56409,-0.00043,-0.00305,-0.00049
170,55.595,0.00169,0.09507,-0.57211,-0.00046,-0.00305,-0.00069
170,55.596,0.00875,0.09739,-0.58264,-0.00052,-0.00315,-0.00058
170,55.597,0.01459,0.09443,-0.58567,-0.00047,-0.00326,-0.00063
170,55.598,0.01543,0.09125,-0.60179,-0.0004,-0.00344,-0.00053
170,55.599,0.01224,0.09071,-0.61407,-0.00049,-0.00341,-0.00054
170,55.6,0.00817,0.0962,-0.61472,-0.00044,-0.00334,-0.00048
170,55.601,0.00687,0.09408,-0.62695,-0.0004,-0.00354,-0.00053
170,55.602,-0.00339,0.09467,-0.62917,-0.00025,-0.00338,-0.00052
170,55.603,0.00651,0.09419,-0.64588,-0.00025,-0.00346,-0.00056
170,55.604,0.00535,0.09954,-0.65137,-0.00033,-0.00376,-0.00059
170,55.605,0.01508,0.09519,-0.66232,-0.00016,-0.00388,-0.00045
170,55.606,0.00542,0.08986,-0.6692,-0.00037,-0.0039,-0.00067
170,55.607,0.00691,0.09836,-0.67829,-0.00017,-0.00393,-0.00063
170,55.608,0.00123,0.09342,-0.69552,-0.00022,-0.00401,-0.00071
170,55.609,0.0025,0.11044,-0.70446,0.00021,-0.00389,-0.00055
170,55.61,-0.00128,0.09944,-0.70888,-0.00015,-0.00412,-0.00054
170,55.611,0.00444,0.09257,-0.72204,-0.00015,-0.00433,-0.00048
170,55.612,0.00286,0.09584,-0.7189,-0.00005,-0.00432,-0.00057
170,55.613,-0.01003,0.07992,-0.73452,-0.00037,-0.00408,-0.00042
170,55.614,-0.0164,0.09559,-0.75124,-0.00001,-0.0043,-0.00035
170,55.615,-0.0048,0.08725,-0.7536,-0.00011,-0.00443,-0.00061
170,55.616,0.0037,0.08477,-0.76809,-0.00011,-0.00471,-0.00038
170,55.617,-0.00506,0.07672,-0.77236,-0.00034,-0.00451,-0.0004
170,55.618,-0.01141,0.08143,-0.78819,-0.00006,-0.00455,-0.00045
170,55.619,0.00518,0.07859,-0.80824,-0.00014,-0.0048,-0.00053
170,55.62,-0.00702,0.08157,-0.81303,0,-0.00489,-0.00036
170,55.621,-0.00297,0.07619,-0.82425,-0.00011,-0.00472,-0.00031
170,55.622,-0.00941,0.07958,-0.83385,0.00012,-0.00491,-0.00037
170,55.623,0.00018,0.07095,-0.85411,0.00001,-0.00507,-0.00045
170,55.624,-0.00804,0.0708,-0.86262,-0.00005,-0.0048,-0.0005
170,55.625,0.00276,0.07136,-0.87124,0.0002,-0.0052,-0.00043
170,55.626,-0.00472,0.07215,-0.88043,0.00017,-0.00506,-0.00037
170,55.627,-0.00913,0.04896,-0.90702,-0.00016,-0.00504,-0.00014
170,55.628,0.00406,0.05723,-0.91655,-0.00002,-0.00543,-0.00014
170,55.629,-0.00136,0.06929,-0.92306,0.00018,-0.00523,-0.00024
170,55.63,-0.00365,0.05725,-0.92819,0.00011,-0.00544,-0.0001
170,55.631,0.0099,0.06422,-0.93659,0.0003,-0.0057,-0.00014
170,55.632,-0.01047,0.04922,-0.94999,0.00015,-0.00538,-0.00021
170,55.633,-0.0061,0.0514,-0.96025,0.00023,-0.00549,-0.00019
170,55.634,-0.00252,0.05891,-0.96932,0.00043,-0.00576,-0.00015
170,55.635,-0.00217,0.04958,-0.98554,0.00036,-0.00575,-0.00019
170,55.636,0.00044,0.03869,-0.99412,0.00014,-0.00583,-0.00015
170,55.637,-0.00607,0.05424,-1.00748,0.00046,-0.00582,-0.00019
170,55.638,-0.0036,0.0445,-1.01002,0.0003,-0.00592,-0.00014
170,55.639,-0.00975,0.04008,-1.02752,0.00041,-0.00594,-0.00022
170,55.64,-0.00872,0.04805,-1.03158,0.00051,-0.0059,-0.00012
170,55.641,-0.01036,0.03941,-1.04416,0.00051,-0.00603,-0.00008
170,55.642,-0.01413,0.04071,-1.04869,0.00051,-0.00601,-0.00009
170,55.643,-0.0056,0.03834,-1.07606,0.00064,-0.00628,0.00006
170,55.644,-0.00128,0.03662,-1.08952,0.00072,-0.00647,0.00005
170,55.645,-0.00579,0.03098,-1.09597,0.00049,-0.00648,-0.00003
170,55.646,-0.00033,0.03256,-1.10878,0.00078,-0.00673,-0.00007
170,55.647,-0.00391,0.03198,-1.11357,0.00057,-0.00672,-0.00009
170,55.648,-0.00585,0.03478,-1.13777,0.00083,-0.00669,-0.00001
170,55.649,-0.001,0.02631,-1.1545,0.00078,-0.00692,0.00002
170,55.65,-0.00604,0.01538,-1.161,0.00061,-0.00678,-0.00005
170,55.651,-0.00559,0.02456,-1.18125,0.00072,-0.00712,-0.00013
170,55.652,-0.0154,0.01689,-1.19019,0.00069,-0.00678,-0.00002
170,55.653,-0.00513,0.03105,-1.20869,0.00097,-0.0071,0.00001
170,55.654,0.00112,0.02342,-1.2315,0.00083,-0.00741,-0.00008
170,55.655,-0.01247,0.02644,-1.2377,0.00108,-0.00717,-0.0001
170,55.656,-0.0064,0.02307,-1.24901,0.00088,-0.00751,-0.00013
170,55.657,-0.00595,0.01709,-1.276,0.00087,-0.00762,-0.00006
170,55.658,-0.00235,0.01057,-1.29215,0.00092,-0.00773,-0.00006
170,55.659,-0.00551,0.01159,-1.30379,0.00083,-0.00784,-0.00001
170,55.66,0.00201,0.01374,-1.31345,0.00106,-0.00799,0.00004
170,55.661,-0.00955,0.02082,-1.32917,0.00108,-0.00795,0.00006
170,55.662,-0.0128,0.01245,-1.35617,0.00087,-0.00823,0.00005
170,55.663,-0.00987,0.01725,-1.36353,0.00107,-0.00832,0.00005
170,55.664,-0.00748,0.00768,-1.38036,0.00081,-0.00841,0.00018
170,55.665,-0.00436,0.01323,-1.38496,0.00107,-0.00839,0.00007
170,55.666,-0.0137,0.00854,-1.40755,0.00098,-0.00853,0.00005
170,55.667,-0.01444,0.01052,-1.43486,0.00103,-0.00861,0.00005
170,55.668,-0.00161,0.0078,-1.44172,0.00108,-0.0087,0.0001
170,55.669,-0.00752,0.01416,-1.45678,0.00107,-0.0087,0.00004
170,55.67,-0.00489,0.0129,-1.47049,0.00124,-0.00889,0.00005
170,55.671,-0.02128,0.00683,-1.47991,0.00106,-0.00873,0.00022
170,55.672,-0.00531,0.00277,-1.50645,0.00119,-0.00904,0
170,55.673,-0.00708,0.00298,-1.53016,0.00124,-0.0091,0.0001
170,55.674,-0.00634,0.01026,-1.53371,0.00137,-0.00929,0.00003
170,55.675,-0.00342,-0.00085,-1.54838,0.00128,-0.00939,0.00003
170,55.676,-0.00029,-0.00632,-1.56062,0.00132,-0.00945,0.00018
170,55.677,0.00871,-0.00052,-1.59992,0.00154,-0.00962,0.00025
170,55.678,0.00876,-0.00909,-1.60847,0.00156,-0.00963,0.00014
170,55.679,0.01091,-0.01899,-1.621,0.00148,-0.00971,0.00005
170,55.68,0.00654,-0.01793,-1.6324,0.00153,-0.00971,0.00031
170,55.681,0.0168,-0.02239,-1.65749,0.00171,-0.00978,0.00031
170,55.682,0.02506,-0.02125,-1.68328,0.00181,-0.01002,0.00024
170,55.683,0.01853,-0.01876,-1.69525,0.00184,-0.00989,0.00023
170,55.684,0.02289,-0.0231,-1.71709,0.00192,-0.01004,0.00038
170,55.685,0.03189,-0.04031,-1.72732,0.00155,-0.01016,0.00033
170,55.686,0.03438,-0.03532,-1.74925,0.00185,-0.01026,0.00054
170,55.687,0.02769,-0.04515,-1.78068,0.00185,-0.01025,0.0005
170,55.688,0.04708,-0.05087,-1.7949,0.00176,-0.01038,0.00068
170,55.689,0.04703,-0.04481,-1.80643,0.00199,-0.01045,0.0004
170,55.69,0.04934,-0.04612,-1.82631,0.00208,-0.0105,0.00035
170,55.691,0.05039,-0.04403,-1.83226,0.00208,-0.0106,0.00062
170,55.692,0.06551,-0.04714,-1.86125,0.00226,-0.01079,0.00043
170,55.693,0.06661,-0.0538,-1.87889,0.00203,-0.01082,0.00062
170,55.694,0.07497,-0.0525,-1.89298,0.00215,-0.01089,0.00053
170,55.695,0.08296,-0.06115,-1.90763,0.00218,-0.01102,0.00065
170,55.696,0.06856,-0.04993,-1.91981,0.00256,-0.01085,0.00071
170,55.697,0.07407,-0.06313,-1.95267,0.00227,-0.011,0.00047
170,55.698,0.07573,-0.05769,-1.96143,0.00257,-0.01117,0.00052
170,55.699,0.07901,-0.06981,-1.97159,0.00241,-0.01111,0.00042
170,55.7,0.07667,-0.08357,-1.99027,0.00218,-0.01106,0.00067
170,55.701,0.08163,-0.07067,-1.99457,0.00241,-0.01118,0.00067
170,55.702,0.08896,-0.08048,-2.01189,0.00242,-0.01134,0.00058
170,55.703,0.08585,-0.0739,-2.04094,0.00253,-0.01143,0.00052
170,55.704,0.09461,-0.08187,-2.039,0.00242,-0.01158,0.0007
170,55.705,0.08928,-0.07729,-2.06154,0.00276,-0.01156,0.0008
170,55.706,0.09245,-0.07988,-2.06125,0.00265,-0.01165,0.00065
170,55.707,0.07214,-0.08983,-2.07878,0.00269,-0.01157,0.0007
170,55.708,0.08395,-0.08711,-2.10918,0.00255,-0.01153,0.00083
170,55.709,0.09016,-0.09219,-2.11,0.00272,-0.01192,0.00084
170,55.71,0.08366,-0.09398,-2.12889,0.00255,-0.01155,0.00083
170,55.711,0.08546,-0.09145,-2.1253,0.00283,-0.01199,0.00076
170,55.712,0.09255,-0.08792,-2.15771,0.00308,-0.01206,0.00079
170,55.713,0.09035,-0.10294,-2.16554,0.0026,-0.0118,0.00066
170,55.714,0.10375,-0.0995,-2.17655,0.00297,-0.01239,0.00076
170,55.715,0.10009,-0.10233,-2.17954,0.0028,-0.01226,0.00092
170,55.716,0.10032,-0.10806,-2.19602,0.00297,-0.01245,0.00072
170,55.717,0.10371,-0.10998,-2.21508,0.003,-0.0126,0.00082
170,55.718,0.08393,-0.10035,-2.22,0.00306,-0.01211,0.00077
170,55.719,0.08734,-0.13457,-2.23731,0.00263,-0.0123,0.00079
170,55.72,0.0949,-0.11196,-2.23589,0.00302,-0.01244,0.00073
170,55.721,0.10414,-0.1183,-2.25024,0.00303,-0.01246,0.0008
170,55.722,0.10536,-0.12169,-2.2621,0.00315,-0.01266,0.00088
170,55.723,0.10183,-0.10025,-2.27286,0.00349,-0.01265,0.00092
170,55.724,0.09714,-0.11242,-2.28123,0.00332,-0.01251,0.00088
170,55.725,0.09627,-0.12135,-2.2877,0.00335,-0.01269,0.0009
170,55.726,0.10301,-0.12643,-2.2916,0.00328,-0.01267,0.00089
170,55.727,0.09675,-0.13262,-2.31076,0.00346,-0.01263,0.00077
170,55.728,0.10047,-0.14536,-2.31386,0.0034,-0.01284,0.00097
170,55.729,0.11395,-0.13876,-2.32377,0.00338,-0.01288,0.0008
170,55.73,0.11719,-0.14207,-2.33069,0.00361,-0.01307,0.00088
170,55.731,0.11493,-0.15526,-2.33389,0.00338,-0.01305,0.00086
170,55.732,0.10541,-0.1509,-2.35007,0.00362,-0.01292,0.00074
170,55.733,0.11227,-0.15909,-2.36405,0.00366,-0.01296,0.00098
170,55.734,0.10917,-0.15981,-2.35797,0.0036,-0.01277,0.00094
170,55.735,0.11086,-0.15743,-2.36916,0.00384,-0.01291,0.00102
170,55.736,0.11873,-0.15912,-2.36981,0.00373,-0.01309,0.00125
170,55.737,0.12098,-0.16637,-2.38066,0.00372,-0.01305,0.001
170,55.738,0.11458,-0.17279,-2.38798,0.00388,-0.01271,0.00102
170,55.739,0.10888,-0.16947,-2.39359,0.00408,-0.01275,0.00101
170,55.74,0.11451,-0.17163,-2.4034,0.00419,-0.0127,0.00117
170,55.741,0.11428,-0.17446,-2.4078,0.00414,-0.0128,0.0012
170,55.742,0.12973,-0.20058,-2.42279,0.00377,-0.01295,0.00097
170,55.743,0.13022,-0.1995,-2.43247,0.00396,-0.01311,0.00106
170,55.744,0.12722,-0.17789,-2.4379,0.00431,-0.01297,0.00112
170,55.745,0.12514,-0.19432,-2.44446,0.00414,-0.01293,0.00112
170,55.746,0.14078,-0.19842,-2.44793,0.00409,-0.01313,0.00116
170,55.747,0.12828,-0.19667,-2.4634,0.00438,-0.01286,0.00114
170,55.748,0.13053,-0.20158,-2.47131,0.00426,-0.01294,0.00112
170,55.749,0.13861,-0.20167,-2.47508,0.00414,-0.01314,0.00118
170,55.75,0.13916,-0.19382,-2.48228,0.00437,-0.01323,0.00111
170,55.751,0.13946,-0.20495,-2.48487,0.00425,-0.01338,0.00112
170,55.752,0.13778,-0.20976,-2.49963,0.00425,-0.01341,0.00108
170,55.753,0.13909,-0.2165,-2.51432,0.0041,-0.01334,0.00106
170,55.754,0.13164,-0.20109,-2.51398,0.00445,-0.01318,0.00109
170,55.755,0.12049,-0.20425,-2.51896,0.0044,-0.01336,0.00103
170,55.756,0.12786,-0.21067,-2.52318,0.00448,-0.0133,0.00113
170,55.757,0.1408,-0.20588,-2.54375,0.00456,-0.01352,0.00115
170,55.758,0.13355,-0.20138,-2.55555,0.00458,-0.01363,0.00105
170,55.759,0.11193,-0.20602,-2.55048,0.00455,-0.01322,0.00107
170,55.76,0.12678,-0.20924,-2.56502,0.00439,-0.01368,0.00101
170,55.761,0.12445,-0.21623,-2.57195,0.00444,-0.0135,0.00095
170,55.762,0.12049,-0.20883,-2.58809,0.00472,-0.01362,0.00104
170,55.763,0.11289,-0.20683,-2.59301,0.00449,-0.01381,0.00103
170,55.764,0.11393,-0.21307,-2.59437,0.0046,-0.0136,0.00102
170,55.765,0.11667,-0.21341,-2.60189,0.00443,-0.01376,0.00104
170,55.766,0.11718,-0.21401,-2.61534,0.00483,-0.0138,0.00101
170,55.767,0.11257,-0.21283,-2.62105,0.00469,-0.01396,0.00086
170,55.768,0.11449,-0.21643,-2.63243,0.00456,-0.0141,0.00085
170,55.769,0.11613,-0.20936,-2.63372,0.00486,-0.0141,0.00102
170,55.77,0.10803,-0.20884,-2.63966,0.0047,-0.01409,0.00098
170,55.771,0.10509,-0.20875,-2.64929,0.00491,-0.01412,0.00099
170,55.772,0.09151,-0.20122,-2.67069,0.00504,-0.0143,0.00096
170,55.773,0.08949,-0.20106,-2.67189,0.00483,-0.01426,0.00108
170,55.774,0.0963,-0.21,-2.69047,0.00504,-0.01448,0.001
170,55.775,0.08588,-0.20875,-2.67819,0.00493,-0.01452,0.00103
170,55.776,0.08616,-0.20095,-2.69795,0.00512,-0.01459,0.00107
170,55.777,0.06955,-0.21972,-2.70965,0.00475,-0.01445,0.00109
170,55.778,0.07036,-0.20953,-2.72004,0.00504,-0.01466,0.001
170,55.779,0.07609,-0.20754,-2.72396,0.00503,-0.01476,0.00103
170,55.78,0.05815,-0.21094,-2.73437,0.00515,-0.01453,0.00105
170,55.781,0.05882,-0.21945,-2.73666,0.00496,-0.01455,0.00102
170,55.782,0.05645,-0.20207,-2.75225,0.00531,-0.01467,0.001
170,55.783,0.0475,-0.214,-2.76533,0.00519,-0.01478,0.00099
170,55.784,0.04805,-0.21448,-2.76875,0.00516,-0.0147,0.00111
170,55.785,0.05046,-0.22219,-2.78278,0.005,-0.01481,0.00098
170,55.786,0.04703,-0.2202,-2.78642,0.00499,-0.01493,0.00092
170,55.787,0.04332,-0.21251,-2.79575,0.00533,-0.01502,0.00102
170,55.788,0.03119,-0.21062,-2.808,0.0054,-0.01483,0.00102
170,55.789,0.04071,-0.22316,-2.80515,0.00516,-0.01511,0.0009
170,55.79,0.03868,-0.21742,-2.81557,0.00529,-0.01515,0.00105
170,55.791,0.04207,-0.1989,-2.82553,0.00572,-0.01538,0.00094
170,55.792,0.03669,-0.20923,-2.8309,0.00542,-0.01534,0.00118
170,55.793,0.0343,-0.21231,-2.84528,0.00554,-0.01526,0.00109
170,55.794,0.04145,-0.20926,-2.84351,0.0056,-0.01541,0.001
170,55.795,0.02318,-0.22468,-2.85069,0.00531,-0.01528,0.00106
170,55.796,0.01542,-0.215,-2.84699,0.00554,-0.01521,0.00084
170,55.797,0.01768,-0.20953,-2.85591,0.00558,-0.01546,0.00113
170,55.798,0.02211,-0.21365,-2.86298,0.00556,-0.01549,0.00101
170,55.799,0.02866,-0.21154,-2.8677,0.00552,-0.01575,0.0009
170,55.8,0.00941,-0.21619,-2.87276,0.00548,-0.01546,0.00076
170,55.801,0.00411,-0.21432,-2.875,0.0055,-0.01547,0.00097
170,55.802,-0.00191,-0.20777,-2.87869,0.00576,-0.0155,0.00108
170,55.803,-0.00278,-0.20629,-2.88361,0.00571,-0.01546,0.00091
170,55.804,-0.00397,-0.20496,-2.89437,0.00588,-0.01561,0.00102
170,55.805,0.00262,-0.21064,-2.891,0.00568,-0.01551,0.00077
170,55.806,-0.00151,-0.21181,-2.89618,0.00566,-0.01555,0.00076
170,55.807,-0.01155,-0.20805,-2.89988,0.00582,-0.01549,0.00086
170,55.808,-0.00779,-0.21022,-2.90173,0.00574,-0.0157,0.00092
170,55.809,0.00112,-0.20382,-2.9095,0.00594,-0.01588,0.0008
170,55.81,-0.01118,-0.20315,-2.91756,0.00584,-0.01558,0.00069
170,55.811,-0.01224,-0.20017,-2.91036,0.00586,-0.01558,0.00086
170,55.812,-0.01978,-0.20155,-2.91371,0.00595,-0.01565,0.00086
170,55.813,-0.01264,-0.19066,-2.92778,0.00627,-0.0157,0.00086
170,55.814,-0.02213,-0.20192,-2.9223,0.00591,-0.01552,0.00089
170,55.815,-0.01613,-0.20565,-2.92883,0.0059,-0.01577,0.00072
170,55.816,-0.02394,-0.20481,-2.93243,0.006,-0.01563,0.00074
170,55.817,-0.0254,-0.20212,-2.94221,0.00608,-0.01567,0.00078
170,55.818,-0.01683,-0.19647,-2.93722,0.00612,-0.01573,0.00078
170,55.819,-0.03847,-0.19758,-2.94373,0.00624,-0.01543,0.00069
170,55.82,-0.03417,-0.18958,-2.94129,0.00635,-0.01553,0.00063
170,55.821,-0.01717,-0.19273,-2.94832,0.00626,-0.01586,0.00062
170,55.822,-0.02331,-0.18929,-2.95623,0.0065,-0.01573,0.00073
170,55.823,-0.01963,-0.20006,-2.95165,0.00617,-0.01583,0.00073
170,55.824,-0.02768,-0.20925,-2.96313,0.00608,-0.01558,0.00065
170,55.825,-0.02392,-0.19157,-2.95466,0.00623,-0.01578,0.00058
170,55.826,-0.02383,-0.18919,-2.95412,0.00646,-0.01563,0.00077
170,55.827,-0.02137,-0.19573,-2.96086,0.00655,-0.0156,0.00059
170,55.828,-0.02893,-0.18077,-2.95579,0.00652,-0.01553,0.00061
170,55.829,-0.03229,-0.18713,-2.96159,0.00662,-0.01541,0.00064
170,55.83,-0.02291,-0.18147,-2.95815,0.0065,-0.01567,0.00052
170,55.831,-0.0318,-0.18647,-2.9509,0.00658,-0.01547,0.00063
170,55.832,-0.03659,-0.18304,-2.94576,0.00662,-0.01537,0.00057
170,55.833,-0.03548,-0.17742,-2.94588,0.00665,-0.01541,0.00055
170,55.834,-0.04155,-0.17594,-2.94632,0.00669,-0.01514,0.00052
170,55.835,-0.03386,-0.17946,-2.94012,0.00659,-0.01531,0.0006
170,55.836,-0.03389,-0.17325,-2.93568,0.00669,-0.01531,0.00055
170,55.837,-0.03419,-0.17258,-2.92583,0.00646,-0.01536,0.00041
170,55.838,-0.03738,-0.17253,-2.92264,0.0066,-0.01495,0.00047
170,55.839,-0.03426,-0.17967,-2.92223,0.0063,-0.01521,0.0004
170,55.84,-0.04044,-0.17028,-2.90935,0.00655,-0.01493,0.00033
170,55.841,-0.04817,-0.15684,-2.89983,0.0067,-0.01466,0.00042
170,55.842,-0.04478,-0.14655,-2.90267,0.00674,-0.01504,0.00034
170,55.843,-0.05037,-0.15231,-2.8949,0.00661,-0.01469,0.00031
170,55.844,-0.05761,-0.16201,-2.90053,0.00628,-0.01473,0.00035
170,55.845,-0.04725,-0.1576,-2.88646,0.00654,-0.01472,0.00041
170,55.846,-0.05686,-0.15032,-2.87635,0.00642,-0.01456,0.00031
170,55.847,-0.05966,-0.14497,-2.87936,0.00635,-0.01475,0.00027
170,55.848,-0.05878,-0.14917,-2.87947,0.00643,-0.01457,0.00024
170,55.849,-0.06,-0.13317,-2.87463,0.00648,-0.0147,0.00028
170,55.85,-0.05652,-0.12436,-2.8748,0.00662,-0.01462,0.00027
170,55.851,-0.06028,-0.11665,-2.86851,0.00679,-0.01465,0.00016
170,55.852,-0.07275,-0.11204,-2.8725,0.00661,-0.01446,0.00012
